,Sample,cell_id,replicate,treatment,time_point,Treatment Start Date,sub_experiment,Filename,cell_line,ACTA2,ADAMTS1,ATP6AP1,B2M,BGN,BHLHE40,CAV1,CDKN2A,CDKN2B,COL1A1,COL1A2,COL4A1,COL5A1,CTGF,DCN,EGR2,ELN,ENG,ETS1,FBLN1,FBN1,FGF2,FN1,FOSB,GADD45B,GUSB,HAS2,ID1,IL1A,IL1B,IL6,ITGA1,ITGA2,JUN,JUNB,LARP6,LOXL1,LOXL2,LTBP2,MMP1,MMP13,MMP14,MMP2,NOX4,PDGFA,PMEPA1,PPIA,PPP3CA,PSMD14,PTEN,RARA,RARG,RHOB,SERPINE1,SERPINE2,SKI,SKIL,SMAD3,SMAD7,SPARC,TGFB1,TGFBR1,TGFBR2,THBS1,THBS2,TIMP1,TIMP3,TP53BP1,VCAN,VEGFA,VIM
Ct,Baseline_0_E_2,E,2,Baseline,0.0,04-07-2017,2,GSS2375_WellData_p5.txt,SEN,25.00657,25.20966,24.17361,20.42837,23.07014,28.95658,21.03307,26.74697,29.52969,21.65132,20.87954,25.26495,28.16123,26.84495,21.45749,33.27246,30.40827,24.63011,27.102,19.09852,23.06031,26.08612,17.95387,,27.3208,26.96851,30.92949,27.34617,,,29.64603,28.29258,25.84742,23.79003,26.67707,25.11081,23.87824,26.40821,23.3222,22.87655,,21.76959,20.29247,31.84053,29.33234,27.75258,22.85937,25.10039,27.37383,25.14679,28.03081,25.77338,24.28435,23.03804,20.46038,24.4475,26.80269,25.61801,30.11258,21.62915,24.88923,26.1974,23.91738,20.889,22.48596,17.79061,20.97675,24.65306,24.17553,27.26597,18.19836
Ct,Baseline_0_E_3,E,3,Baseline,0.0,04-07-2017,2,GSS2375_WellData_p8.txt,SEN,24.88751,25.40312,24.06085,20.51317,23.40787,28.53056,21.12051,26.86488,29.99684,21.91721,20.94815,25.46218,28.67599,26.68028,20.5616,31.30036,31.16773,24.95452,27.24023,19.29446,23.12878,26.60612,18.19962,,27.76326,27.14737,30.69199,28.13703,,31.36378,29.3959,28.59442,26.32212,24.07752,26.85738,25.63725,24.04416,27.37227,23.64963,22.94851,30.12848,21.6035,20.79301,29.91157,29.57152,28.28939,22.71711,25.14767,26.68689,25.29246,28.78795,26.04839,24.29302,23.24622,20.9636,24.70385,26.54565,24.61753,29.45895,21.77646,24.77827,26.56524,23.94584,21.17155,22.68856,18.03961,21.21023,24.75748,24.20398,27.06809,18.45471
Ct,Baseline_0_E_4,E,4,Baseline,0.0,04-07-2017,2,GSS2375_WellData_p11.txt,SEN,24.91888,25.95623,24.26468,20.19369,23.42961,28.83983,21.20588,26.79083,30.43019,21.92052,21.17541,25.88859,28.66714,27.13601,21.24394,30.74835,32.48701,24.76426,27.54623,19.44889,23.30289,26.51836,18.16057,,29.22273,27.15709,31.63678,28.25888,,,31.39094,29.27977,26.20893,24.31487,27.51737,25.96393,24.12289,27.21542,23.74753,23.22224,31.57809,22.06174,21.21536,30.43277,30.04244,28.00542,23.12962,25.6348,27.11922,25.98041,27.88845,25.97792,24.87997,23.44464,21.18453,25.2163,26.46903,25.44341,28.92184,22.1157,25.18944,27.02067,24.42099,21.82924,23.00082,18.32475,21.33181,25.56141,24.23574,26.46408,18.71894
Ct,Baseline_0_E_5,E,5,Baseline,0.0,04-07-2017,2,GSS2375_WellData_p14.txt,SEN,24.59429,26.09038,24.3853,20.23435,23.21828,28.82755,21.27078,27.57618,30.73117,22.12011,21.26355,25.58043,28.75984,26.27878,20.81977,31.53932,32.92952,24.90538,27.01763,19.47297,23.53376,26.5847,18.32151,,27.49598,27.41845,,28.27726,,31.15332,29.79253,29.20969,25.87583,24.13392,27.17512,26.09251,24.15487,27.2152,24.14981,22.88716,29.92886,21.957,20.66724,32.04807,30.59007,28.38863,22.76954,25.25992,26.66562,25.85829,28.57603,25.58232,24.37112,23.01648,20.61504,24.95537,26.40292,24.7379,29.15056,21.7747,25.3504,25.70487,23.89894,21.29194,22.77999,18.02874,21.44835,24.87427,24.15288,26.37731,18.36219
Ct,Baseline_0_E_6,E,6,Baseline,0.0,04-07-2017,2,GSS2375_WellData_p17.txt,SEN,24.53435,25.24081,24.01283,20.53614,23.36284,28.98909,21.22407,26.42841,29.63546,22.15901,21.17624,25.64963,29.27607,26.44784,20.5103,,32.20495,24.45932,27.09064,19.50687,23.27257,26.05128,18.22093,,28.43955,27.14606,,28.6647,,,28.6294,29.20001,25.55236,24.08037,27.58124,25.13449,23.92894,27.62093,23.86699,22.75699,30.17063,21.96738,20.62703,29.7972,29.59646,28.01215,22.93935,25.32955,26.75115,25.338,27.9626,25.66377,24.63328,23.2284,20.35508,25.11754,26.68086,24.69679,28.09772,21.75929,25.34878,25.98419,23.79448,21.1694,22.61084,17.99752,21.34386,25.31212,24.18822,26.60213,18.34239
Ct,Baseline_0_F_1,F,1,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p3.txt,SEN,25.22425,25.37363,24.6027,20.61127,23.24735,28.89393,21.55395,27.34904,29.77626,21.71276,21.1985,25.83043,28.38162,26.87389,21.1569,31.43799,31.07088,24.88548,27.41199,19.06114,23.49508,26.11403,18.04001,,29.07521,26.92566,29.64971,28.66894,,30.87527,29.51984,29.30954,25.8884,24.5452,27.02069,25.21061,24.19707,28.33636,24.13762,25.93152,30.93322,22.3895,20.84682,27.56338,30.41181,28.35996,23.30229,25.77563,27.05733,26.01471,28.3007,26.01275,23.68604,23.71759,20.61383,25.15791,27.01477,25.10855,29.30667,21.77126,25.17257,26.62701,23.81503,21.577,22.51283,18.27405,21.53274,25.14274,24.63241,26.61441,18.87403
Ct,Baseline_0_F_2,F,2,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p4.txt,SEN,24.67668,25.27035,24.0483,20.8204,23.27452,28.99705,21.62578,26.44233,29.30941,21.75924,20.74019,25.47832,27.86353,26.30961,21.26914,31.52777,30.03898,24.51486,27.15598,19.24317,23.22304,25.96665,18.02743,,27.39314,27.32528,30.07738,27.34861,,30.06443,28.70089,28.31214,25.7113,24.22224,26.52801,25.67356,23.94821,27.48588,23.6919,26.16209,29.1478,22.33588,20.94454,28.31429,29.51946,28.54937,22.97002,25.78473,26.39803,25.53282,28.16271,25.61767,23.85633,23.27502,20.64604,24.85023,27.05722,24.6762,28.09306,21.75836,24.98024,26.24058,23.86802,21.77376,22.46256,18.06143,21.17329,25.27068,24.26294,26.81124,18.55611
Ct,Baseline_0_F_3,F,3,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p9.txt,SEN,24.86647,24.91162,24.14268,20.69458,23.42629,28.8188,21.56484,26.74569,28.06626,21.52968,20.42002,25.44415,27.0783,26.38795,21.17294,32.60952,29.47212,24.56143,27.28823,19.10851,23.0952,25.68046,17.88822,,27.30883,26.97131,29.93803,27.7808,,31.31502,28.13365,30.13848,25.71727,24.21942,26.64449,25.65719,23.9313,27.55672,23.82654,26.18991,30.17827,22.13403,20.97054,29.90405,29.90934,28.27659,22.80446,25.28531,26.68453,25.52473,27.29499,25.93152,23.49887,23.64561,20.59797,25.02466,26.92425,24.92172,29.24318,21.83389,24.6866,26.55012,23.6302,21.33768,22.34417,18.24379,21.22043,25.51222,24.46858,26.31637,18.66085
Ct,Baseline_0_F_4,F,4,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p10.txt,SEN,24.86308,24.54564,24.73286,20.70041,23.48295,28.8206,21.54581,26.92758,28.35475,21.49133,20.634,25.43917,26.71078,26.39578,21.48256,,31.80768,24.68102,27.3717,19.11436,23.42968,26.33463,17.8661,,27.86844,26.99259,30.35827,27.72358,,32.7017,29.71144,29.23576,25.61913,24.5757,26.2389,25.23862,23.73961,26.93829,23.85279,26.20666,28.50865,22.54432,21.04992,28.25048,29.87642,28.63899,22.88035,25.54121,26.90306,26.03383,27.62881,25.87719,23.79314,23.71638,20.75508,24.82047,27.14548,25.22164,28.90124,22.222,24.90013,26.63199,23.81234,21.35184,22.27128,18.44731,21.68972,25.34416,24.78266,27.32232,18.87761
Ct,Baseline_0_F_5,F,5,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p15.txt,SEN,24.85913,25.37148,24.21915,20.19438,23.35492,31.03201,21.41065,26.98615,29.25656,22.09082,20.78938,25.83979,28.7427,26.52439,20.38297,,30.78838,24.70573,26.58734,19.043,23.28288,26.20767,17.88681,,28.87597,26.54308,29.44105,28.28399,33.28932,30.3255,29.62561,28.67647,25.9622,24.23816,26.42644,24.94456,24.07485,27.93395,24.27029,25.4398,,21.87725,20.79126,30.37921,30.30556,28.14,22.91783,24.60444,27.41703,25.13073,28.71724,25.91777,23.13931,23.46611,20.33222,24.42042,26.06539,24.80388,29.65782,21.69001,24.88754,25.72272,23.56105,21.15873,22.41203,18.10405,21.10225,24.34236,23.87327,26.65692,18.28852
Ct,Baseline_0_F_6,F,6,Baseline,0.0,11-07-2017,3,GSS2375_WellData_p16.txt,SEN,24.76417,24.85145,24.11428,20.1996,23.12715,28.90675,21.21961,28.36241,29.04352,21.67392,20.67768,25.88638,27.80401,25.96928,20.44718,,31.63451,24.41483,27.28678,18.97025,22.68524,25.5632,17.50836,,27.46641,26.48279,31.76274,27.95078,,30.43745,29.83782,28.4474,25.32988,24.16544,26.50969,25.13869,23.91286,27.42559,23.75948,25.48359,29.42984,21.85407,20.79633,28.45007,29.70589,27.85471,22.67904,24.64973,26.69697,25.26207,28.08447,25.76461,23.79995,23.47242,20.35332,24.25337,26.66968,24.44109,27.54837,21.5165,24.70061,25.99921,23.35989,21.00649,22.22677,18.00218,20.89624,24.62945,24.0428,26.67945,18.26924
Ct,Baseline_0_G_1,G,1,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p1.txt,Adult,25.47309,25.70547,24.84049,20.48469,24.9645,29.06347,21.18407,26.79651,30.94828,22.43406,21.2187,26.26665,28.47009,26.41869,20.45958,,,24.44861,27.45267,19.74952,22.98464,27.19811,17.00836,,25.84756,28.2179,29.75229,30.79618,,,29.70961,27.82985,27.01976,24.40388,27.11051,25.26312,24.691,25.96201,23.49736,20.74311,31.36215,23.46916,21.14701,30.18677,29.67126,30.01061,22.15104,25.7102,26.52067,26.13053,28.38848,25.87803,24.93872,22.89653,21.84752,24.82124,27.41029,24.88521,29.18302,22.60887,26.0684,25.93926,23.84064,20.94584,23.34021,19.13136,22.53245,25.83104,24.7998,27.02457,17.47472
Ct,Baseline_0_G_2,G,2,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p6.txt,Adult,25.50786,25.82569,24.23538,20.12821,25.05077,28.70955,20.57882,26.38201,32.57674,22.29247,21.33016,26.45231,29.33219,25.70325,19.33758,,,24.2092,27.2983,19.2648,22.55311,26.31787,16.58479,,25.60342,26.48023,28.16364,30.57637,,,28.19667,27.14429,27.98878,23.79737,27.12691,24.90368,24.382,25.91027,23.24038,19.82352,,22.83046,20.4194,,30.13996,28.054,21.67051,24.9087,26.21067,25.34772,28.19359,25.43737,23.88076,22.40634,21.32709,24.138,26.43149,24.05292,30.32085,22.1049,25.59139,25.39503,23.28412,20.46947,22.89522,18.28962,21.91546,24.82712,23.95132,26.81138,16.84344
Ct,Baseline_0_G_3,G,3,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p7.txt,Adult,25.49915,26.41978,24.7295,20.1315,24.77734,29.55253,20.8561,26.20458,31.9502,22.87196,21.72606,26.94365,30.07434,26.38457,18.65034,,,24.28152,26.94856,19.70984,22.55298,27.06798,16.86967,,26.27502,27.08272,27.3875,29.29799,,31.94922,29.2221,27.14752,26.64204,24.50352,27.15871,25.26942,24.84761,26.45859,23.68328,19.82748,31.0288,23.02838,20.97839,30.65661,30.08031,28.27864,21.89742,25.11897,25.9876,25.41419,27.76037,25.68588,24.15918,23.07189,21.34404,24.3094,26.38502,24.67292,28.55816,22.25479,25.83993,25.45764,23.14497,20.57742,23.18289,18.55912,22.44764,25.16122,24.36603,27.05892,17.28997
Ct,Baseline_0_G_4,G,4,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p12.txt,Adult,25.55205,25.8531,24.80899,20.26731,25.07821,29.52073,20.68552,26.41846,34.0228,22.48943,21.57202,26.88802,29.33182,26.07455,19.75399,,,24.60438,27.81177,19.8077,22.68872,26.39712,17.03831,,26.24641,26.94646,29.43424,30.52212,,,29.09659,27.53717,27.21869,24.0674,27.42678,25.42667,24.70956,25.94913,23.66359,20.19549,30.43261,23.138,20.81886,29.07764,29.23555,29.7404,21.82705,25.78093,26.39002,25.63124,27.99978,25.67987,24.73357,22.88918,21.86002,25.01148,26.87538,24.68063,28.71154,22.42481,25.8543,26.08808,23.78875,20.81577,23.38369,18.93658,22.14831,25.02838,24.72829,26.90033,17.36724
Ct,Baseline_0_G_5,G,5,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p13.txt,Adult,26.05253,26.65773,24.43976,20.11336,24.985,28.91022,20.81751,27.38282,32.38333,22.41993,21.82985,26.56606,29.94692,25.91859,20.38154,,33.23437,24.29206,27.86227,19.41928,23.07383,27.3532,16.91945,,25.72217,26.65314,28.2873,31.75091,,,28.89446,26.91059,27.42082,24.03105,27.33663,25.54176,24.85849,26.27343,23.5513,19.89046,30.07751,23.32632,20.39249,32.38392,30.70777,28.83247,22.07208,25.53948,25.97227,25.6123,28.62941,25.63152,24.46249,22.86082,21.88112,24.73327,27.00795,24.72057,29.3006,22.39144,26.43976,25.16587,24.04846,20.87884,22.49479,18.58847,22.71313,25.25123,24.12632,27.19022,17.07424
Ct,Baseline_0_G_6,G,6,Baseline,0.0,18-07-2017,1,GSS2375_WellData_p18.txt,Adult,25.53465,25.66392,24.67424,20.43281,24.73611,29.59137,20.71971,26.04636,32.35164,22.64528,21.69818,26.93681,30.52745,26.44547,19.15713,,,24.60063,28.29605,19.85837,22.71383,26.499,16.99364,,26.21519,27.35279,28.61062,31.2755,,,30.15258,28.9995,27.25208,24.37245,27.45061,25.03239,24.43319,26.67932,23.87137,20.07465,31.44544,23.36909,20.6843,29.38849,30.08904,28.69995,21.92935,25.65212,26.61553,25.44651,29.10526,25.83387,25.02394,22.90419,21.18643,24.92098,26.95795,25.0324,30.01414,22.24087,25.93957,25.53619,23.36666,20.8304,23.5041,18.68714,22.26816,25.58825,24.58184,27.56394,17.3434
Ct,Baseline_0_H_1,H,1,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p2.txt,Adult,26.59823,27.83105,25.05487,20.89907,25.87597,29.04688,21.36263,26.9954,31.58399,21.66154,21.54382,27.09291,27.41957,29.31197,20.84569,,31.0596,24.60607,27.32627,19.80028,22.3401,27.64823,18.27681,,28.47066,27.1164,28.40274,28.24538,,,28.27693,28.75914,28.76922,25.33924,28.10052,25.33948,24.60624,27.55341,23.41894,23.47159,29.51448,22.96114,21.37726,,,28.80587,22.37332,25.85836,26.50917,25.61287,27.69765,24.88508,25.60751,25.50697,25.7165,24.52349,27.23745,25.12084,29.89551,22.49381,25.78729,28.21532,24.48796,23.17536,22.80509,20.4518,22.71757,25.48355,24.84986,27.73668,17.80808
Ct,Baseline_0_H_2,H,2,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p5.txt,Adult,25.73837,26.82291,24.84448,20.5899,26.23276,28.7664,20.79309,26.14351,30.77039,21.64816,21.41227,26.40159,28.44438,30.23576,20.15307,,31.7597,24.95303,26.98309,19.60334,21.88083,28.29514,17.82516,,27.17873,26.67573,27.37069,28.40538,,,30.93929,27.12738,27.14111,24.25581,27.47427,24.69209,24.21047,27.29135,23.25159,23.01845,28.79233,22.38797,20.66284,,30.74209,29.52919,21.89417,25.09207,26.32717,25.2629,27.84445,24.6392,25.41614,25.42315,25.20969,24.06908,26.39402,24.63112,29.0429,22.38644,25.23461,27.30563,24.35568,22.31492,22.95321,19.87756,22.29284,25.13717,24.60805,26.69263,17.58249
Ct,Baseline_0_H_3,H,3,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p8.txt,Adult,25.12182,26.92533,24.97837,20.54795,25.88423,28.16284,21.0047,26.20934,31.50723,21.72222,21.24624,26.82425,27.90785,29.95492,19.46047,,32.46534,24.78595,26.6606,19.42084,21.67199,27.10432,17.81595,,28.6396,26.42734,27.14308,28.01392,,,30.83782,28.61526,27.87274,24.8178,27.16944,24.52106,24.32938,27.7064,23.28121,22.72511,30.23802,21.97135,20.64383,,31.22903,29.63894,22.0252,24.66252,26.22292,25.41382,28.31138,24.51589,24.93357,25.41675,25.19342,24.07551,26.39738,24.55539,29.29245,21.9969,25.16741,27.1655,23.93164,22.55445,22.74452,20.02263,22.22717,24.61959,24.64309,26.79569,17.38216
Ct,Baseline_0_H_4,H,4,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p11.txt,Adult,25.89993,27.93477,25.44621,20.60225,26.2293,28.59249,21.33164,27.92117,32.76257,22.19158,21.75392,27.72721,28.41381,30.4173,20.79285,,31.30354,24.92729,27.99804,20.05402,22.48901,28.36993,18.57672,,28.82195,27.30414,27.53842,29.38215,,,31.32617,28.04909,28.47496,25.42303,28.49343,25.22847,24.70267,28.23175,23.92161,23.5563,31.96622,22.89973,21.39049,,,29.35961,22.53341,26.29334,27.10859,26.24941,28.59431,24.87614,26.01439,25.78477,26.33623,24.98251,27.29876,25.19377,28.3476,22.73753,25.91511,28.84909,25.15548,23.31739,23.47908,20.58134,22.89306,25.45135,25.14058,28.37604,18.10273
Ct,Baseline_0_H_5,H,5,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p14.txt,Adult,25.82568,27.90064,24.89254,20.40106,26.00638,28.80302,21.15121,28.01824,35.04943,21.94717,21.87018,26.90485,30.07303,29.14624,19.8444,,33.12074,24.96973,27.0252,19.65596,21.87156,27.54201,18.02894,,28.12464,26.68529,28.23904,28.49397,,,29.13943,28.97558,28.85707,24.60999,29.02054,25.01812,24.52155,27.88701,23.59554,23.00833,30.48751,22.47563,20.71195,,31.46063,28.44243,22.13467,25.44868,26.43924,26.15622,28.56676,24.74144,26.02176,25.12976,25.1817,24.55758,26.60919,24.69258,29.55041,22.4357,26.04127,27.97972,24.48691,22.8934,22.7903,19.92028,23.53964,24.57933,24.76291,27.3139,17.62385
Ct,Baseline_0_H_6,H,6,Baseline,0.0,27-06-2017,2,GSS2375_WellData_p17.txt,Adult,24.74257,27.20137,24.76625,20.65257,25.80514,29.52686,21.03042,26.16504,,21.83963,21.29536,26.71914,28.74091,28.61765,19.02185,,29.71639,24.42671,27.06975,19.08725,22.01325,27.05116,17.97392,,28.19918,27.34421,27.77245,28.8479,,,28.95827,28.64431,27.61315,24.93904,27.67919,24.8291,23.98736,27.53344,23.28987,22.95964,30.18798,22.25035,20.34011,,31.73415,28.75045,21.84717,25.678,26.77859,25.34777,27.83802,24.61885,25.71456,25.41062,24.9766,24.85365,26.85545,25.02901,29.50678,22.06577,24.178,27.6294,23.90835,22.6727,22.84629,20.17222,22.26777,25.12696,24.53502,27.04812,17.40375
Ct,Baseline_0_I_1,I,1,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p3.txt,Adult,26.21529,26.30524,25.28911,20.28281,26.01198,30.13078,21.12506,26.79758,31.26423,22.06298,20.83114,27.31347,29.63741,28.5905,20.07763,,,25.21564,28.24385,20.27665,21.89241,27.03009,17.09223,,28.22035,27.49658,28.40106,30.71266,,,28.10472,28.07333,27.53711,25.58187,27.71329,25.36404,24.082,26.92054,23.21283,21.08071,29.60594,21.91064,20.58468,29.44942,32.00501,30.2099,22.31411,25.87362,26.51549,25.43234,29.24255,24.72577,25.1887,24.07585,23.3778,24.85768,27.09386,25.2542,29.92549,22.50654,25.48246,25.77344,23.87389,24.32454,23.67164,18.77348,22.29515,25.28119,24.43403,27.67708,17.70704
Ct,Baseline_0_I_2,I,2,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p4.txt,Adult,25.98001,26.38817,24.90032,20.75845,26.61199,30.40589,21.32327,26.72195,31.77985,22.12897,20.94056,26.79879,29.35133,28.40792,20.16409,,31.91132,25.59175,27.62292,20.27437,21.96107,27.41233,17.18201,,28.39452,27.09071,27.71112,29.60714,,,29.31644,28.12478,27.49781,25.40874,27.75302,25.41662,23.86504,27.33763,23.0668,21.56084,29.81657,22.43433,20.70989,30.61409,31.27263,29.62881,22.56693,26.13917,27.00825,25.5515,28.38211,25.28572,25.53814,24.27111,23.13731,24.72709,27.54826,25.37696,30.18996,22.81521,25.74428,26.09776,23.98863,24.59145,24.03276,19.21421,22.11598,24.98305,24.6353,27.86341,18.04103
Ct,Baseline_0_I_3,I,3,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p9.txt,Adult,26.20156,26.44185,25.55312,20.25236,26.30245,29.24989,21.38925,26.92817,30.65609,21.97341,20.81694,27.48177,28.44902,29.55892,20.37974,,34.37733,25.25698,27.24705,20.20093,22.01372,27.39132,17.33724,,28.03724,27.11694,28.70683,28.93376,,22.50645,30.85033,28.72755,27.53745,25.50725,27.62897,25.2782,23.77117,27.11414,23.11817,21.73027,29.78757,22.35903,20.74068,32.71468,32.75463,30.07432,22.34645,25.74623,26.46837,26.07825,29.23336,25.09923,25.2939,24.45468,23.21752,24.9152,27.19296,25.55896,29.14453,22.67718,25.82304,26.9825,24.02675,24.70017,23.79422,19.32841,22.41135,25.81466,24.80992,27.36602,18.20164
Ct,Baseline_0_I_4,I,4,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p10.txt,Adult,26.55785,27.3087,26.29436,22.33798,26.92152,29.53736,22.5515,28.77589,31.0062,23.06664,21.89594,28.50484,28.51268,29.99275,21.83486,,,26.05821,28.97544,20.84849,23.20374,28.48647,18.22201,,29.1104,28.57778,29.38198,29.40104,,,,30.28168,28.76446,27.46291,28.7808,26.3519,24.90493,28.10365,23.92029,23.40934,30.78606,23.12605,21.75575,31.79365,33.13858,31.20533,23.77475,26.73626,29.21924,27.7269,29.50176,26.02282,26.6018,25.17871,24.28587,26.34145,28.91613,26.5277,31.2495,23.63839,26.96686,28.00132,25.04813,25.29374,24.86429,20.41818,23.41847,26.85083,25.52145,28.66713,18.91185
Ct,Baseline_0_I_5,I,5,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p15.txt,Adult,26.12556,26.80271,25.28406,20.29021,26.4021,29.79451,21.2633,27.47007,31.57289,22.3858,21.15931,27.58902,29.97981,28.94271,19.54128,,,25.41642,27.55216,20.34089,21.9753,27.86825,17.50552,,30.25906,26.94344,27.1246,31.35169,,,28.39184,28.15897,27.47573,25.63342,27.6721,25.8029,24.20377,27.54852,23.43581,21.28818,29.90276,21.7804,20.70603,29.95255,31.05696,29.45719,22.97384,25.42719,26.63868,26.07129,28.80558,25.53886,25.02263,24.58313,23.13181,25.14153,27.30575,25.4777,30.77189,22.76769,25.59669,25.48504,24.27136,24.36448,24.34236,19.09874,22.39843,25.4445,24.29305,27.66265,18.04209
Ct,Baseline_0_I_6,I,6,Baseline,0.0,27-06-2017,3,GSS2375_WellData_p16.txt,Adult,25.67336,25.7614,24.81337,20.1935,25.47397,28.19696,21.32102,26.49182,30.25897,22.09885,20.83643,27.43772,29.1229,27.76974,19.29569,,33.3866,24.96227,27.19025,20.10123,21.73885,27.03976,17.30046,,28.55639,27.4007,28.90726,30.07928,,,29.47956,28.50249,27.02569,25.40582,27.37184,24.90581,23.90536,27.88556,22.99643,21.13022,30.42107,21.49079,20.20256,29.54665,31.90788,30.06212,22.24109,25.18863,26.31968,25.09387,28.63478,24.57685,25.40596,23.66808,22.83658,24.10261,26.69913,25.51154,31.5258,22.27777,25.12521,25.95734,23.96421,24.37481,23.51194,18.91071,21.58822,25.12679,24.27901,27.8949,17.5634
Ct,Baseline_96_A_1,A,1,Baseline,96.0,20-06-2017,1,GSS2375_WellData_p1.txt,HDFn,23.89624,23.94054,24.98347,20.30385,23.9076,28.21844,22.70711,26.68932,29.21181,19.17557,19.33878,25.53299,24.54826,26.09671,20.32476,30.01831,28.72297,24.57803,26.2585,19.09159,23.16965,25.77914,18.93037,35.60004,26.91541,25.873,27.20578,27.09639,,,29.06244,27.79021,26.31914,23.80631,26.49273,25.62354,23.77556,26.17021,23.62115,28.29382,30.99519,22.60309,21.47155,28.8931,28.61747,28.6011,23.11639,25.27882,26.55459,24.94521,27.51728,25.30581,25.10772,24.14475,24.19367,24.75286,26.72765,25.10984,28.00616,22.04537,25.06132,26.12733,24.15249,21.18599,23.3328,20.90407,23.44407,25.27949,23.91103,26.71114,18.2319
Ct,Baseline_96_A_2,A,2,Baseline,96.0,20-06-2017,1,GSS2375_WellData_p6.txt,HDFn,23.67059,24.52407,25.03872,20.21329,23.70967,29.25431,22.3416,27.40761,29.51481,18.96425,19.45672,25.58158,25.85744,25.85714,19.35291,29.7125,27.79507,24.67401,26.28962,18.79667,22.59882,25.33707,18.90436,,27.67036,25.06303,26.21533,27.09702,,,27.72223,27.23903,25.67393,23.37474,25.89489,25.44657,23.55177,27.13944,23.63817,28.00517,27.44436,22.041,21.0754,27.88107,28.14355,28.26691,22.97531,24.71635,26.95498,24.45986,28.03295,25.06893,24.67469,24.3247,23.81045,24.28201,26.03518,25.32607,27.0229,21.45816,24.94082,25.77618,23.71229,20.96141,23.10346,20.76586,23.025,24.66383,23.10127,26.54889,18.06356
Ct,Baseline_96_A_3,A,3,Baseline,96.0,20-06-2017,1,GSS2375_WellData_p7.txt,HDFn,24.0233,24.98619,24.79121,20.20159,23.74594,29.04051,22.43289,26.37033,31.95189,19.36819,19.69588,25.93107,28.03764,25.6148,19.29272,29.22815,30.07444,24.6706,26.43832,19.18465,22.71489,25.51298,19.11702,,27.46874,25.57012,27.34217,27.70027,,35.69052,27.74577,27.32669,26.4189,23.56125,26.87745,25.55562,23.85202,26.35589,23.98732,27.9583,29.22095,21.61209,21.15923,27.77718,28.99673,28.41277,22.73641,24.27374,27.42258,24.45405,28.76381,25.13036,24.55487,24.36755,23.84537,24.1554,25.32635,25.11484,27.88104,21.41761,25.13897,25.7131,23.71996,20.82559,23.43971,20.28896,24.11911,24.38035,22.90817,26.26876,18.15492
Ct,Baseline_96_A_4,A,4,Baseline,96.0,20-06-2017,1,GSS2375_WellData_p12.txt,HDFn,24.34078,24.50262,24.69058,20.94657,23.79562,28.50591,22.41313,27.12472,30.44461,19.706,19.67014,26.15609,25.9471,26.56258,20.20584,30.89326,28.04128,24.99596,27.02406,19.52068,23.46838,25.58606,19.62504,,28.09624,25.73442,28.34237,26.7548,,,28.93483,27.70106,26.15126,23.93084,26.51367,26.15028,24.20564,27.07101,24.02596,29.85874,29.34832,22.25241,21.23334,30.60642,28.19079,27.97679,23.21968,25.2912,26.46231,24.43715,28.08562,25.48282,25.05518,24.78222,24.97299,24.57498,26.78601,25.66546,27.84204,22.01959,25.62229,26.48792,24.23693,21.25998,23.87856,21.1171,23.01052,24.93814,23.19336,26.23107,18.42172
Ct,Baseline_96_A_5,A,5,Baseline,96.0,20-06-2017,1,GSS2375_WellData_p13.txt,HDFn,23.99735,24.44451,24.52497,20.40918,23.81762,28.34937,22.72915,26.92999,29.75262,19.43461,19.56897,25.14864,26.07312,25.40612,20.02562,30.05409,27.81372,25.0018,26.16213,18.93887,23.15419,25.70495,19.52601,,27.1651,26.25298,26.99053,27.24408,,,27.87366,26.79635,25.92706,23.72028,26.55352,25.72031,24.00847,27.33826,23.82387,28.78817,28.48123,22.26229,21.13632,28.26034,29.6327,28.86024,23.1176,24.86365,26.98129,24.80995,28.50591,25.25524,24.84589,24.12499,24.5635,24.59117,26.60073,25.3124,28.66899,21.78782,25.76586,25.41916,23.92277,21.39978,23.50453,20.80946,22.89657,24.87354,23.27736,26.14452,18.22537
